date,seasonal,trend,resid,observed,weights,rt
199411,0.1492772435897434,2.9054166666666665,-0.22469391025640986,2.83,1.0,2.6807227564102565
199412,-0.13750480769230797,2.9,0.12750480769230818,2.89,1.0,3.027504807692308
199501,-0.1616693376068375,2.8825,0.2191693376068376,2.94,1.0,3.1016693376068374
199502,-0.38267574786324776,2.8658333333333332,0.16684241452991444,2.65,1.0,3.0326757478632476
199503,-0.44821420940170925,2.8758333333333335,0.03238087606837575,2.46,1.0,2.9082142094017094
199504,-0.31234241452991446,2.896666666666667,0.18567574786324753,2.77,1.0,3.0823424145299145
199505,-0.10108600427350414,2.90625,-0.3751639957264957,2.43,1.0,2.5310860042735044
199506,0.03826014957264967,2.8874999999999997,0.05423985042735058,2.98,1.0,2.9417398504273504
199507,0.2788541666666667,2.862083333333333,-0.3009374999999999,2.84,1.0,2.5611458333333332
199508,0.3179759615384615,2.839583333333333,0.042440705128205525,3.2,1.0,2.8820240384615388
199509,0.5101362179487178,2.813333333333333,0.33653044871794935,3.66,1.0,3.1498637820512823
199510,0.24898878205128197,2.7987499999999996,0.2322612179487182,3.28,1.0,3.0310112179487176
199511,0.1492772435897434,2.7899999999999996,-0.2192772435897428,2.72,1.0,2.5707227564102566
199512,-0.13750480769230797,2.7733333333333334,-0.08582852564102564,2.55,1.0,2.687504807692308
199601,-0.1616693376068375,2.755416666666666,0.07625267094017124,2.67,1.0,2.8316693376068374
199602,-0.38267574786324776,2.739583333333333,0.023092414529914618,2.38,1.0,2.7626757478632475
199603,-0.44821420940170925,2.7183333333333333,-0.17011912393162393,2.1,1.0,2.5482142094017095
199604,-0.31234241452991446,2.689166666666666,0.4031757478632482,2.78,1.0,3.0923424145299143
199605,-0.10108600427350414,2.6762499999999996,-0.3651639957264955,2.21,1.0,2.311086004273504
199606,0.03826014957264967,2.6941666666666664,0.06757318376068377,2.8,1.0,2.7617398504273503
199607,0.2788541666666667,2.7158333333333333,-0.40468750000000014,2.59,1.0,2.3111458333333332
199608,0.3179759615384615,2.7233333333333336,0.028690705128204708,3.07,1.0,2.7520240384615384
199609,0.5101362179487178,2.7441666666666666,0.025697115384615388,3.28,1.0,2.769863782051282
199610,0.24898878205128197,2.75,-0.038988782051282006,2.96,1.0,2.711011217948718
199611,0.1492772435897434,2.7612499999999995,-0.18052724358974295,2.73,1.0,2.5807227564102564
199612,-0.13750480769230797,2.810833333333333,0.2966714743589751,2.97,1.0,3.107504807692308
